Bat species,Number of samples,Bat family,Continent,Country,Reference
Coleura afra,33,Emballonuridae,Africa,Ghana,Pfefferle 2009 EID https://dx.doi.org/10.3201%2Feid1509.090224
Hipposideros abae,16,Hipposideridae,Africa,Ghana,Pfefferle 2009 EID https://dx.doi.org/10.3201%2Feid1509.090224
Hipposideros cf. ruber,59,Hipposideridae,Africa,Ghana,Pfefferle 2009 EID https://dx.doi.org/10.3201%2Feid1509.090224
Nycteris hispida,1,Nycteridae,Africa,Ghana,Pfefferle 2009 EID https://dx.doi.org/10.3201%2Feid1509.090224
Eidolon helvum,212,Pteropodidae,Africa,Ghana,Pfefferle 2009 EID https://dx.doi.org/10.3201%2Feid1509.090224
Glauconycteris beatrix,1,Vespertilionidae,Africa,Ghana,Pfefferle 2009 EID https://dx.doi.org/10.3201%2Feid1509.090224
Pipistrellus deserti,1,Vespertilionidae,Africa,Ghana,Pfefferle 2009 EID https://dx.doi.org/10.3201%2Feid1509.090224
Pipistrellus nanulus,1,Vespertilionidae,Africa,Ghana,Pfefferle 2009 EID https://dx.doi.org/10.3201%2Feid1509.090224
Pipistrellus nanulus,5,Vespertilionidae,Africa,Ghana,Pfefferle 2009 EID https://dx.doi.org/10.3201%2Feid1509.090224
Hipposideros armiger,4,Hipposideridae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Hipposideros pomona,3,Hipposideridae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Miniopterus magnater,16,Miniopteridae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Miniopterus pusillus,19,Miniopteridae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Miniopterus schreibersii,4,Miniopteridae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Cynopterus sphinx,15,Pteropodidae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Rhinolophus affinis,2,Rhinolophidae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Rhinolophus pusillus,1,Rhinolophidae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Rhinolophus rouxii,6,Rhinolophidae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Myotis myotis,3,Vespertilionidae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Myotis ricketti,5,Vespertilionidae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Pipistrellus abramus,3,Vespertilionidae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005
Austronomus australis,9,Molossidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157
Chalinolobus gouldii,232,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157
Chalinolobus morio,45,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157
Falsistrellus mackenziei,11,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157
Nyctophilus geoffroyi,51,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157
Nyctophilus gouldi,56,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157
Nyctophilus major,10,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157
Scotorepens balstoni,9,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157
Vespadelus baverstocki,4,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157
Vespadelus regulus,141,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157
Hipposideros commersoni,Not reported,Hipposideridae,Africa,Nigeria,Quan 2010 mBio https://doi.org/10.1128/mBio.00208-10
Eidolon helvum,Not reported,Pteropodidae,Africa,Nigeria,Quan 2010 mBio https://doi.org/10.1128/mBio.00208-10
Rousettus aegyptiacus,Not reported,Pteropodidae,Africa,Nigeria,Quan 2010 mBio https://doi.org/10.1128/mBio.00208-10
Scotophilus leucogaster,Not reported,Vespertilionidae,Africa,Nigeria,Quan 2010 mBio https://doi.org/10.1128/mBio.00208-10
Scotophilus nigrita,Not reported,Vespertilionidae,Africa,Nigeria,Quan 2010 mBio https://doi.org/10.1128/mBio.00208-10
Eidolon dupreanum,96,Pteropodidae,Africa,Madagascar,Razanajatovo 2015 Virology J https://doi.org/10.1186/s12985-015-0271-y
Pteropus rufus,76,Pteropodidae,Africa,Madagascar,Razanajatovo 2015 Virology J https://doi.org/10.1186/s12985-015-0271-y
Rousettus madagascariensis,179,Pteropodidae,Africa,Madagascar,Razanajatovo 2015 Virology J https://doi.org/10.1186/s12985-015-0271-y
Eptesicus serotinus,1,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Myotis bechsteinii,4,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Myotis brandtii,2,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Myotis dasycneme,105,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Myotis daubentonii,50,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Myotis emarginatus,6,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Myotis myotis,1,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Myotis mystacinus,3,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Myotis nattereri,2,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Nyctalus noctula,14,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Pipistrellus nathusii,8,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Pipistrellus pipistrellus,8,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Plecotus auritus,7,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173
Rhinolophus hipposideros,13,Rhinolophidae,Europe,Slovenia,Rihtaric 2010 Archives of Virology https://doi.org/10.1007/s00705-010-0612-5
Eptesicus serotinus,1,Vespertilionidae,Europe,Slovenia,Rihtaric 2010 Archives of Virology https://doi.org/10.1007/s00705-010-0612-5
Myotis daubentonii,9,Vespertilionidae,Europe,Slovenia,Rihtaric 2010 Archives of Virology https://doi.org/10.1007/s00705-010-0612-5
Myotis myotis,21,Vespertilionidae,Europe,Slovenia,Rihtaric 2010 Archives of Virology https://doi.org/10.1007/s00705-010-0612-5
Myotis mystacinus,3,Vespertilionidae,Europe,Slovenia,Rihtaric 2010 Archives of Virology https://doi.org/10.1007/s00705-010-0612-5
Pipistrellus kuhlii,2,Vespertilionidae,Europe,Slovenia,Rihtaric 2010 Archives of Virology https://doi.org/10.1007/s00705-010-0612-5
Pipistrellus nathusii,2,Vespertilionidae,Europe,Slovenia,Rihtaric 2010 Archives of Virology https://doi.org/10.1007/s00705-010-0612-5
Rhinolophus ferrumequinum,38,Rhinolophidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Rhinolophus hipposideros,1,Rhinolophidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Barbastella barbastellus,17,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Hypsugo savii,5,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Myotis bechsteinii,1,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Myotis brandtii,1,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Myotis daubentonii,24,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Myotis emarginatus,29,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Myotis myotis,43,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Myotis mystacinus,3,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Myotis nattereri,22,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Myotis oxygnathus,23,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Nyctalus leisleri,1,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Pipistrellus kuhlii,56,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Pipistrellus nathusii,2,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Pipistrellus pipistrellus,20,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Plecotus auritus,14,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Plecotus austriacus,1,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Plecotus macrobullaris,1,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x
Hipposideros cervinus,76,Hipposideridae,Asia,Malaysia,Seltmann 2017 EcoHealth https://doi.org/10.1007/s10393-017-1245-x
Hipposideros dyacorum,34,Hipposideridae,Asia,Malaysia,Seltmann 2017 EcoHealth https://doi.org/10.1007/s10393-017-1245-x
Rhinolophus borneensis,20,Rhinolophidae,Asia,Malaysia,Seltmann 2017 EcoHealth https://doi.org/10.1007/s10393-017-1245-x
Rhinolophus sedulus,18,Rhinolophidae,Asia,Malaysia,Seltmann 2017 EcoHealth https://doi.org/10.1007/s10393-017-1245-x
Rhinolophus trifoliatus,46,Rhinolophidae,Asia,Malaysia,Seltmann 2017 EcoHealth https://doi.org/10.1007/s10393-017-1245-x
Kerivoula hardwickii,72,Vespertilionidae,Asia,Malaysia,Seltmann 2017 EcoHealth https://doi.org/10.1007/s10393-017-1245-x
Kerivoula intermedia,89,Vespertilionidae,Asia,Malaysia,Seltmann 2017 EcoHealth https://doi.org/10.1007/s10393-017-1245-x
Kerivoula papillosa,10,Vespertilionidae,Asia,Malaysia,Seltmann 2017 EcoHealth https://doi.org/10.1007/s10393-017-1245-x
Taphozous perforatus,82,Emballonuridae,Africa,Egypt,Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397
Miniopterus schreibersii,6,Miniopteridae,Asia,Lebanon,Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397
Rousettus aegyptiacus,695,Pteropodidae,"Africa, Asia","Lebanon, Egypt",Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397
Rhinolophus ferrumequinum,3,Rhinolophidae,Asia,Lebanon,Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397
Rhinolophus hipposideros,4,Rhinolophidae,Asia,Lebanon,Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397
Pipistrellus deserti,31,Vespertilionidae,Africa,Egypt,Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397
Miniopterus fuliginosus,Not reported,Miniopteridae,Asia,Japan,Shirato 2012 Virus Genes https://doi.org/10.1007/s11262-011-0661-1
Hipposideros armiger,2,Hipposideridae,Asia,Taiwan,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Hipposideros ater,56,Hipposideridae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Macroderma gigas,57,Megadermatidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Miniopterus australis,204,Miniopteridae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Miniopterus schreibersii,297,Miniopteridae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Mormopterus beccarii,3,Molossidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Mormopterus norfolkensis,1,Molossidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Pteropus alecto,33,Pteropodidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Pteropus poliocephalus,27,Pteropodidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Rousettus amplexicaudatus,6,Pteropodidae,Asia,Indonesia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Rhinolophus megaphyllus,506,Rhinolophidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Rhinolophus monoceros,41,Rhinolophidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Rhinonicteris aurantia,126,Rhinonycteridae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Myotis macropus,95,Vespertilionidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Nyctophilus bifax,6,Vespertilionidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Nyctophilus gouldi,7,Vespertilionidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Scotorepens greyii,1,Vespertilionidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Scotorepens rueppellii,1,Vespertilionidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Vespadelus pumilus,4,Vespertilionidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Vespadelus troughtoni,31,Vespertilionidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x
Scotophilus kuhlii,51,Vespertilionidae,Asia,Taiwan,Su 2016 Taiwan Veterinary Journal https://doi.org/10.1142/S1682648515500171
Myotis lucifugus,Not reported,Vespertilionidae,America,Canada,Subudhi 2017 J Gen Virol https://doi.org/10.1099/jgv.0.000898
Rhinolophus cornutus,27,Rhinolophidae,Asia,Japan,Suzuki 2014 JVMS https://doi.org/10.1292/jvms.14-0012
Rhinolophus ferrumequinum,6,Rhinolophidae,Asia,Japan,Suzuki 2014 JVMS https://doi.org/10.1292/jvms.14-0012
Murina ussuriensis,1,Vespertilionidae,Asia,Japan,Suzuki 2014 JVMS https://doi.org/10.1292/jvms.14-0012
Myotis macrodactylus,4,Vespertilionidae,Asia,Japan,Suzuki 2014 JVMS https://doi.org/10.1292/jvms.14-0012
Cynopterus brachyotis,16,Pteropodidae,Asia,Philippines,Tampon 2020 Philippine Journal of Science http://philjournalsci.dost.gov.ph/96-next-issue/vol-149-no-1-march-2020/1160-first-molecular-evidence-for-bat-betacoronavirus-in-mindanao
Macroglossus minimus,7,Pteropodidae,Asia,Philippines,Tampon 2020 Philippine Journal of Science http://philjournalsci.dost.gov.ph/96-next-issue/vol-149-no-1-march-2020/1160-first-molecular-evidence-for-bat-betacoronavirus-in-mindanao
Ptenochirus jagori,16,Pteropodidae,Asia,Philippines,Tampon 2020 Philippine Journal of Science http://philjournalsci.dost.gov.ph/96-next-issue/vol-149-no-1-march-2020/1160-first-molecular-evidence-for-bat-betacoronavirus-in-mindanao
Rousettus amplexicaudatus,10,Pteropodidae,Asia,Philippines,Tampon 2020 Philippine Journal of Science http://philjournalsci.dost.gov.ph/96-next-issue/vol-149-no-1-march-2020/1160-first-molecular-evidence-for-bat-betacoronavirus-in-mindanao
Aselliscus stoliczkanus,8,Hipposideridae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Coelops frithii,8,Hipposideridae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Hipposideros armiger,71,Hipposideridae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Hipposideros larvatus,4,Hipposideridae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Hipposideros pomona,2,Hipposideridae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Hipposideros pratti,11,Hipposideridae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Miniopterus schreibersii,150,Miniopteridae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Cynopterus sphinx,8,Pteropodidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rousettus leschenaultii,32,Pteropodidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rhinolophus affinis,69,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rhinolophus ferrumequinum,52,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rhinolophus luctus,8,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rhinolophus macrotis,49,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rhinolophus malayanus,17,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rhinolophus osgoodi,2,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rhinolophus pearsonii,58,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rhinolophus pusillus,128,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rhinolophus rex,2,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rhinolophus sinicus,82,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Rhinolophus thomasi,17,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Barbastella leucomelas,2,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Ia io,9,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Murina leucogaster,6,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Myotis chinensis,5,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Myotis daubentonii,45,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Myotis davidii,2,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Myotis ricketti,61,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Nyctalus aviator,8,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Nyctalus noctula,20,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Pipistrellus abramus,49,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Pipistrellus pipistrellus,31,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Scotomanes ornatus,2,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Scotophilus kuhlii,45,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Tylonycteris pachypus,15,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06
Coleura afra,85,Emballonuridae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Hipposideros vittatus,123,Hipposideridae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Cardioderma cor,8,Megadermatidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Miniopterus africanus,1,Miniopteridae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Miniopterus inflatus,2,Miniopteridae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Miniopterus minor,292,Miniopteridae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Miniopterus natalensis,53,Miniopteridae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Chaerephon pumilus,8,Molossidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Otomops martiensseni,35,Molossidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Eidolon helvum,181,Pteropodidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Epomophorus labiatus,35,Pteropodidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Epomophorus wahlbergi,63,Pteropodidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Lissonycteris angolensis,9,Pteropodidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Rousettus aegyptiacus,397,Pteropodidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Rhinolophus hildebrandtii,16,Rhinolophidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Rhinolophus landeri,58,Rhinolophidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Triaenops afer,30,Rhinonycteridae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Neoromicia tenuipinnis,33,Vespertilionidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Scotophilus dinganii,14,Vespertilionidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16
Aselliscus stoliczkanus,40,Hipposideridae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Hipposideros cineraceus,17,Hipposideridae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Hipposideros gentilis,63,Hipposideridae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Hipposideros khaokhouayensis,16,Hipposideridae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Hipposideros larvatus,47,Hipposideridae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Hipposideros rotalis,1,Hipposideridae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Megaderma spasma,11,Megadermatidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Chaerephon plicatus,45,Molossidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Cynopterus horsfieldii,2,Pteropodidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Cynopterus sphinx,12,Pteropodidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Eonycteris spelaea,11,Pteropodidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Macroglossus sobrinus,60,Pteropodidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Megaerops niphanae,2,Pteropodidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Sphaerias blanfordi,1,Pteropodidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus affinis,2,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus coelophyllus,12,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus luctus,1,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus malayanus,57,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus marshalli,1,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus microglobosus,7,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus pearsonii,66,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus pusillus,18,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus rex,2,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus shameli,1,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus siamensis,10,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus sp.,2,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Rhinolophus thomasi,8,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Arielulus aureocollaris,1,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Glischropus bucephalus,4,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Ia io,1,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Kerivoula cf. hardwickii,9,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Kerivoula cf. titania,1,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Kerivoula depressa,8,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
